season,week,celebrity_name,ballroom_partner,pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,pca_7,pca_8,pca_9
1,1,Evander Holyfield,Edyta Sliwinska,-1.5308426581392147,0.18702071944129478,-3.49225159628464,-1.1155814127080768,-0.5754009073242677,-4.206232002822108,0.28745813583652063,0.929402399595151,0.937547116258865
1,2,Evander Holyfield,Edyta Sliwinska,-4.216402919534676,-0.024181034721830547,-3.6897750169375447,-0.8977549038171498,2.868137280233557,-2.94115711258297,-0.6903262135836984,1.2262754452295306,0.8038610722664546
1,3,Evander Holyfield,Edyta Sliwinska,-3.88952115244938,0.2724644248712935,-3.9268951860284185,-1.220939339703265,3.5571905049883554,-3.0131246206776563,-0.3166774776533246,0.7329099260910543,0.23743491604814887
1,1,Joey McIntyre,Ashly DelGrosso,3.211477913237754,-1.9707140425791894,-4.049859873485378,-1.8730644394833544,0.6213858319237286,-3.4356756401484465,-0.9105517407321736,-0.019890977894129556,1.4032259382726917
1,2,Joey McIntyre,Ashly DelGrosso,0.4156920309837777,-0.5606502386917048,-3.112169585425803,-1.5692554499438511,1.6867679886131344,-3.8152692101482333,-1.1532757728664158,0.056428845840664044,0.520128785708996
1,3,Joey McIntyre,Ashly DelGrosso,0.12087115715179739,0.8068491629636556,-3.0345570258366923,-1.6120190729734682,1.6245951887556414,-4.061530961425615,-1.1219650975786202,0.05984036994771011,0.23417621221279827
1,4,Joey McIntyre,Ashly DelGrosso,-2.500070048409632,2.949440519592029,-3.534842949740501,-1.157138099939656,1.113876404739823,-3.7503974952357457,-1.299126647328705,0.09391243521730418,0.7223408522646376
1,5,Joey McIntyre,Ashly DelGrosso,-1.4339458288851137,4.2229568483294075,-3.6613804187417505,-1.617580257845692,0.6837747083665074,-4.273897883790896,-0.5180792246144268,-0.5668688119304544,0.2763207172493179
1,6,Joey McIntyre,Ashly DelGrosso,-3.9859197391362273,-1.8660783570288477,-5.875394982830831,-1.0951196730682033,12.080385823858798,0.0025571243053452222,-5.503096079754553,2.6196571294666917,-0.6534170462276601
1,1,John O'Hurley,Charlotte Jorgensen,3.7459180096856457,-1.6803744764453785,-3.999130276760277,2.0050795152506145,1.8079654432429357,-3.7900256563694694,0.0033225109071997085,-2.1614519757514703,3.8346430438991583
1,2,John O'Hurley,Charlotte Jorgensen,4.4728382870647705,-1.110216880216622,-2.7776223779203915,1.5310676166948827,2.8315062778466467,-4.3415195532452895,0.503299699338996,-2.6785522464168365,2.9627926168301593
1,3,John O'Hurley,Charlotte Jorgensen,2.5076148258057276,0.6574665907283003,-3.1128332042623903,2.027819846972706,2.9528140986021825,-3.9123306686041808,-0.5810018526254979,-1.6560457661881378,3.2883368882918287
1,4,John O'Hurley,Charlotte Jorgensen,-0.12720884803456428,2.583905037823093,-3.606882851044429,2.4436858430200874,2.1878592666807415,-3.895336254086202,-0.5226525611158586,-1.8168248468231414,3.4008583687155745
1,5,John O'Hurley,Charlotte Jorgensen,5.083044945552664,2.074741716716851,-3.877199316309579,1.0267951993218765,2.712310824114341,-4.031427427652534,0.9079763154679192,-3.178971826818482,3.113719277650548
1,6,John O'Hurley,Charlotte Jorgensen,2.1566852779636463,3.758508591176958,-2.878624487081655,1.2482299741125606,8.124348378238846,-5.069489570328688,-0.830162247038724,-1.6267855146331924,-0.11638614617299058
1,1,Kelly Monaco,Alec Mazo,-4.491507656163974,-0.04142164931169175,-3.992628704479431,-1.1277013587407325,1.0323955781633198,-3.7891381768343244,-1.0196972633877008,0.1180332129819509,0.23090292450060257
1,2,Kelly Monaco,Alec Mazo,-2.6565232241998644,-0.17470899991509972,-3.156632616201664,-1.6978605334805705,1.9189586238018197,-4.083354477019981,-0.759830651422983,-0.13281958341115335,-0.4473310054996697
1,3,Kelly Monaco,Alec Mazo,-1.54030581861522,1.288064151810612,-2.8365294522921847,-1.9359121822719512,1.3668909857580058,-4.452976079922293,-0.6795498991825571,-0.011657013208097996,-0.5310576987780475
1,4,Kelly Monaco,Alec Mazo,4.142780164805999,0.4813905960076679,-3.52698957575253,-3.103974272430552,1.3036714479002551,-3.5550135673765237,-0.25356227059476477,-0.3615032675052534,0.5534320986601131
1,5,Kelly Monaco,Alec Mazo,1.0363439919401418,3.137629596625492,-4.069633232170695,-2.440485252880267,0.886965301105666,-3.3299795325986437,-1.1511570581307244,0.5089025109391266,0.8617805812557119
1,6,Kelly Monaco,Alec Mazo,4.417065658438074,1.4290557949113705,-3.37332601800085,-3.942470200735218,8.400095682050901,-3.9453375088093674,-1.183832821969612,0.13439692683210913,-2.699275876528472
1,1,Rachel Hunter,Jonathan Roberts,3.0058476177399087,-2.059095780060642,-4.065469746656139,-2.702341855480171,0.44950605552188366,-3.1312249048899963,-0.33873840816626377,0.603380886117399,1.307530651875369
1,2,Rachel Hunter,Jonathan Roberts,1.974604082017112,-0.8981959236586664,-2.8670027764929995,-2.776971868968379,1.2175920065383323,-3.7778631482111558,-0.13434398926096144,0.36607835997483373,0.3496361483558463
1,3,Rachel Hunter,Jonathan Roberts,3.779685683247054,-0.5647389688718377,-3.159781947099672,-3.211290235597578,2.0370577168677966,-3.225595718917677,-0.36189407414022134,0.5311094179987742,0.67548843679399
1,4,Rachel Hunter,Jonathan Roberts,1.6594492733639907,1.930464978127245,-3.3769214252780673,-2.7043121559841157,0.22967608072692622,-3.5104208744575236,-0.5278564317018113,0.8344233354329208,0.9427710894213399
1,1,Trista Sutter,Louis van Amstel,-1.4111782903837733,0.21102953894380103,-3.4745584576639175,-1.059805124349948,-0.7197948101426609,-4.24432202145012,-0.2886053895955462,1.0375945202826975,0.2103150057058932
1,2,Trista Sutter,Louis van Amstel,-1.165530966363584,-0.24208842667829045,-3.1470437505488507,-1.42088576140865,1.6921748392897398,-3.682459475017796,-0.5325775685190527,0.9369196380413818,-0.18189292441231794
2,1,Drew Lachey,Cheryl Burke,3.7115477687058744,-2.8930932162276037,-1.794808981063067,0.33813500251411877,0.7772001694905158,-1.6193826698217624,0.5771086783559235,1.9251965175996406,0.05406363989092382
