season,week,celebrity_name,ballroom_partner,judge_percent,fan_percent,judge_weight,fan_weight,combined_dynamic,is_eliminated_this_week,predicted_eliminated
1,2,Evander Holyfield,Edyta Sliwinska,0.113575722053002,0.0,0.5454816671291636,0.45451833287083643,0.06195347421087004,False,True
1,2,Joey McIntyre,Ashly DelGrosso,0.1703635830795031,0.1973927969217804,0.5454816671291636,0.45451833287083643,0.18264885629390432,False,False
1,2,John O'Hurley,Charlotte Jorgensen,0.2273745361817473,0.2511968282990821,0.5454816671291636,0.45451833287083643,0.23820220468008035,False,False
1,2,Kelly Monaco,Alec Mazo,0.1386422370405515,0.1646189783869013,0.5454816671291636,0.45451833287083643,0.15044914221071135,False,False
1,2,Rachel Hunter,Jonathan Roberts,0.1952082710308202,0.2062510588859157,0.5454816671291636,0.45451833287083643,0.20022742055696452,False,False
1,2,Trista Sutter,Louis van Amstel,0.1548356506143757,0.1805403375063203,0.5454816671291636,0.45451833287083643,0.16651890204746922,True,False
1,4,Joey McIntyre,Ashly DelGrosso,0.2140912652420362,0.0,0.6453419763401284,0.35465802365987165,0.13816208022845428,False,True
1,4,John O'Hurley,Charlotte Jorgensen,0.2410552132768063,0.304483361746007,0.6453419763401284,0.35465802365987165,0.26355051505729793,False,False
1,4,Kelly Monaco,Alec Mazo,0.278260309415402,0.402166725053784,0.6453419763401284,0.35465802365987165,0.3222047139044891,False,False
1,4,Rachel Hunter,Jonathan Roberts,0.2665932120657554,0.2933499132002088,0.6453419763401284,0.35465802365987165,0.2760826908097585,True,False
2,1,Drew Lachey,Cheryl Burke,0.1212115781030167,0.1596052415901271,0.5492294588490461,0.45077054115095394,0.13851831056986907,False,False
2,1,George Hamilton,Edyta Sliwinska,0.0998241145400861,0.0,0.5492294588490461,0.45077054115095394,0.05482634440893668,False,False
2,1,Giselle Fernandez,Jonathan Roberts,0.1164269099167586,0.1386976239030831,0.5492294588490461,0.45077054115095394,0.1264658917121922,False,False
2,1,Jerry Rice,Anna Trebunskaya,0.1060601308401396,0.1032561563082125,0.5492294588490461,0.45077054115095394,0.10479618172300934,False,False
2,1,Kenny Mayne,Andrea Hale,0.0703550458613673,0.078420564450021,0.5492294588490461,0.45077054115095394,0.07399074404023781,True,False
2,1,Lisa Rinna,Louis van Amstel,0.0964907944676235,0.0958149771414569,0.5492294588490461,0.45077054115095394,0.09618615592578819,False,False
2,1,Master P,Ashly DelGrosso,0.0606057890515083,0.0452339358890331,0.5492294588490461,0.45077054115095394,0.05367661048296635,False,True
2,1,Stacy Keibler,Tony Dovolani,0.1113232646488594,0.1284197121194416,0.5492294588490461,0.45077054115095394,0.1190298395269326,False,False
2,1,Tatum O'Neal,Nick Kosovich,0.1164269099167586,0.1361647216763349,0.5492294588490461,0.45077054115095394,0.12532413400475848,False,False
2,1,Tia Carrere,Maksim Chmerkoskiy,0.1012754626538815,0.1143870669222893,0.5492294588490461,0.45077054115095394,0.10718578760530884,False,False
2,2,Drew Lachey,Cheryl Burke,0.1334138054914976,0.161797094151792,0.5726317804085381,0.4273682195914619,0.14554392103239813,False,False
2,2,George Hamilton,Edyta Sliwinska,0.1191512356160564,0.1115872869975924,0.5726317804085381,0.4273682195914619,0.11591864436190215,False,False
2,2,Giselle Fernandez,Jonathan Roberts,0.1185900493257757,0.1360690758302553,0.5726317804085381,0.4273682195914619,0.12606002976318711,False,False
2,2,Jerry Rice,Anna Trebunskaya,0.1140370373803236,0.1207608700636809,0.5726317804085381,0.4273682195914619,0.11691058978304089,False,False
2,2,Lisa Rinna,Louis van Amstel,0.0992132812146017,0.0893343060154296,0.5726317804085381,0.4273682195914619,0.09499132117234332,False,False
2,2,Stacy Keibler,Tony Dovolani,0.1436845497117675,0.1652209727112096,0.5726317804085381,0.4273682195914619,0.15288853246540768,False,False
2,2,Tatum O'Neal,Nick Kosovich,0.0843895250488797,0.0,0.5726317804085381,0.4273682195914619,0.048324123976570904,True,True
2,2,Tia Carrere,Maksim Chmerkoskiy,0.1088487234370357,0.1294787315190742,0.5726317804085381,0.4273682195914619,0.11766533326121396,False,False
2,3,Drew Lachey,Cheryl Burke,0.146601975579128,0.2439527070366561,0.5975991435593502,0.4024008564406498,0.185775993292761,False,False
2,3,George Hamilton,Edyta Sliwinska,0.131441469582156,0.0531250785787371,0.5975991435593502,0.4024008564406498,0.09992688676903942,False,False
2,3,Giselle Fernandez,Jonathan Roberts,0.1194922450746873,0.1265480370809921,0.5975991435593502,0.4024008564406498,0.12233150182089145,True,False
2,3,Jerry Rice,Anna Trebunskaya,0.1030867862019241,0.0,0.5975991435593502,0.4024008564406498,0.06160457514655568,False,True
2,3,Lisa Rinna,Louis van Amstel,0.1357813534723682,0.1587215315007588,0.5975991435593502,0.4024008564406498,0.14501250075789354,False,False
2,3,Stacy Keibler,Tony Dovolani,0.146601975579128,0.2263464806944448,0.5975991435593502,0.4024008564406498,0.17869123273396725,False,False
2,3,Tia Carrere,Maksim Chmerkoskiy,0.141133489288207,0.1861823448523853,0.5975991435593502,0.4024008564406498,0.1592611873489035,False,False
2,5,Drew Lachey,Cheryl Burke,0.1757812507724735,0.2836891690182596,0.6584216698382763,0.3415783301617237,0.2126402572980969,False,False
2,5,George Hamilton,Edyta Sliwinska,0.1718750007553075,0.1802874847887889,0.6584216698382763,0.3415783301617237,0.17474852300397625,False,False
2,5,Lisa Rinna,Louis van Amstel,0.1635742167222568,0.208288895594861,0.6584216698382763,0.3415783301617237,0.17884778206527865,False,False
2,5,Stacy Keibler,Tony Dovolani,0.1953125008583039,0.2992892756220027,0.6584216698382763,0.3415783301617237,0.23082871395768978,False,False
2,5,Tia Carrere,Maksim Chmerkoskiy,0.1433105472301233,0.0284451749760877,0.6584216698382763,0.3415783301617237,0.10407502518218503,True,True
2,6,Drew Lachey,Cheryl Burke,0.2213858775109629,0.3979873330785279,0.6848185346696738,0.3151814653303262,0.2770473830562165,False,False
2,6,George Hamilton,Edyta Sliwinska,0.1875138336857276,0.0,0.6848185346696738,0.3151814653303262,0.12841294881495288,True,True
2,6,Lisa Rinna,Louis van Amstel,0.1992472897598667,0.1351726128803801,0.6848185346696738,0.3151814653303262,0.17905213921042293,False,False
2,6,Stacy Keibler,Tony Dovolani,0.2213858775109629,0.374735440583391,0.6848185346696738,0.3151814653303262,0.26971881750789606,False,False
2,7,Drew Lachey,Cheryl Burke,0.2694852946691151,0.4789230301873172,0.7162757342186393,0.2837242657813607,0.3289078624059278,False,False
2,7,Lisa Rinna,Louis van Amstel,0.2599264700367671,0.0698238607319117,0.7162757342186393,0.2837242657813607,0.20598974678862614,True,True
2,7,Stacy Keibler,Tony Dovolani,0.2694852946691151,0.451253109080771,0.7162757342186393,0.2837242657813607,0.3210572343557448,False,False
3,1,Emmitt Smith,Cheryl Burke,0.1117987429452187,0.1250837046990819,0.5289615799943317,0.4710384200056683,0.11805647033959416,False,False
3,1,Harry Hamlin,Ashly DelGrosso,0.0851957990064143,0.086156248172721,0.5289615799943317,0.4710384200056683,0.08564820746420718,False,False
