season,week,celebrity_name,judge_total,fan_est_percent,fan_est_rank,fan_est_percent_std,fan_est_rank_std,eliminated_flag
1,1,John O'Hurley,20.0,0.16666650000016667,0.2499999875000006,0.0,0.039191833924939155,0
1,1,Kelly Monaco,13.0,0.16666650000016667,4.999999750000012e-08,0.0,1.3234889800848443e-23,1
1,1,Evander Holyfield,18.0,0.16666650000016667,0.1249999937500003,0.0,0.02399999880000006,0
1,1,Rachel Hunter,20.0,0.16666650000016667,0.2499999875000006,0.0,0.040607878978099955,0
1,1,Joey McIntyre,20.0,0.16666650000016667,0.2499999875000006,0.0,0.0412431791924436,0
1,1,Trista Sutter,18.0,0.16666650000016667,0.1249999937500003,0.0,0.02399999880000006,0
1,2,John O'Hurley,26.0,0.16664808938621883,0.3333333148148158,4.808019242116767e-05,5.551115123125783e-17,0
1,2,Kelly Monaco,17.0,0.16670565263915474,0.11111110493827195,0.013486793321439712,2.7755575615628914e-17,0
1,2,Evander Holyfield,14.0,0.18731903021213606,0.055555552469135974,0.006724816887435911,1.3877787807814457e-17,0
1,2,Rachel Hunter,24.0,0.16664808025571254,0.27777776234567986,4.743048934657401e-05,0.0,0
1,2,Joey McIntyre,21.0,0.16664807570231274,0.2222222098765439,4.737504367165052e-05,5.551115123125783e-17,0
1,2,Trista Sutter,19.0,0.14603007180546518,5.555555246913597e-08,0.006662018696902897,6.617444900424222e-24,1
1,3,John O'Hurley,24.0,0.16666464347339946,0.26315788088642733,8.621209001655945e-05,0.0,0
1,3,Kelly Monaco,21.0,0.16666464347254503,0.1578947285318564,8.62119643380215e-05,0.0,0
1,3,Evander Holyfield,13.0,0.10538540337140309,5.2631576177285466e-08,0.0008263979089489598,1.3234889800848443e-23,1
1,3,Rachel Hunter,26.0,0.1666646508821164,0.3157894570637128,8.620527349947797e-05,0.0,0
1,3,Joey McIntyre,22.0,0.1666646225976516,0.21052630470914188,8.62157102805015e-05,2.7755575615628914e-17,0
1,3,Trista Sutter,0.0,0.22795503620388455,0.05263157617728547,0.0008457111218802047,6.938893903907228e-18,0
1,4,John O'Hurley,21.0,0.15191517238839733,0.2592592400548711,0.0027031164338704246,0.0035572898678618396,0
1,4,Kelly Monaco,26.0,0.1525082726693,0.4074073772290832,0.0020959541686820893,0.012450516760823208,0
1,4,Evander Holyfield,0.0,0.27161923566181917,0.07407406858710604,0.0030644492794161524,0.029207971652019032,0
1,4,Rachel Hunter,25.0,9.999990001283937e-09,7.407406858710603e-08,6.349345709281023e-19,4.446613446480672e-09,1
1,4,Joey McIntyre,20.0,0.15233373178722198,0.1851851714677651,0.002432196612976025,0.0008893235786188281,0
1,4,Trista Sutter,0.0,0.27162257749427154,0.07407406858710604,0.003262831852502568,0.029359151451819,0
1,5,John O'Hurley,27.0,0.16666650731688248,0.3571428316326549,6.153758343223231e-06,0.01725192385159889,0
1,5,Kelly Monaco,23.5,0.16666650731688248,0.2857142653061239,6.1537583416320516e-06,0.011848193159487388,0
1,5,Evander Holyfield,0.0,0.1666635392677742,7.142856632653097e-08,0.0029854783394402643,6.284999667749913e-09,1
1,5,Rachel Hunter,0.0,0.16666796939128922,0.07142856632653098,0.001707643003450028,0.03893971132187155,0
1,5,Joey McIntyre,22.5,0.16666650731688248,0.21428569897959293,6.153765995108538e-06,0.007882444250035241,0
1,5,Trista Sutter,0.0,0.16666796939128922,0.07142856632653098,0.0023461235926728334,0.040746155241821326,0
1,6,John O'Hurley,27.0,0.16666650582561632,0.318181789256201,7.947237291225584e-06,0.029098604899873662,0
1,6,Kelly Monaco,27.5,0.16666650582561632,0.4090908719008299,7.947237198716357e-06,0.030996345827585915,0
1,6,Evander Holyfield,0.0,0.16666414271340038,9.090908264462886e-08,0.00471322348683168,9.152934208115196e-09,1
1,6,Rachel Hunter,0.0,0.16666728187878907,0.09090908264462885,0.002681384926724201,0.06013446130224605,0
1,6,Joey McIntyre,0.0,0.16666728187878907,0.09090908264462885,0.0027366178414868674,0.06102333261113934,0
1,6,Trista Sutter,0.0,0.16666728187878907,0.09090908264462885,0.0023835523421986186,0.0669227222117075,0
2,1,Tatum O'Neal,23.0,0.09999897832135912,0.1603773554645782,7.751928918768619e-08,0.009426411895197358,0
2,1,Tia Carrere,20.0,0.099998978321359,0.0943396208615166,7.751928920072789e-08,0.0,0
2,1,George Hamilton,18.0,0.09999897832135902,0.056603772516909956,7.75192891825131e-08,0.0,0
2,1,Lisa Rinna,19.0,0.09999897832135905,0.07547169668921327,7.751928919132753e-08,0.0,0
2,1,Stacy Keibler,22.0,0.09999897832135912,0.13207546920612323,7.751873902280736e-08,0.0,0
2,1,Jerry Rice,21.0,0.09999897832135908,0.11320754503381991,7.751873900791916e-08,0.0,0
2,1,Giselle Fernandez,23.0,0.09999897832135907,0.1603773554645782,7.749292187822017e-08,0.009426411895197358,0
2,1,Master P,12.0,0.10798250690632767,0.01886792417230332,0.0009372364161822116,0.0,0
2,1,Drew Lachey,24.0,0.0999989783213591,0.1886792417230332,7.750282735224324e-08,0.0,0
2,1,Kenny Mayne,13.0,0.09202466652379986,1.8867924172303316e-08,0.0009368344622591573,0.0,1
2,2,Tatum O'Neal,17.0,0.03726963461998695,1.923076886094675e-08,0.008072748041762655,0.0,1
2,2,Tia Carrere,22.0,0.09995638652263447,0.10576922873520714,2.96404195860438e-05,0.009607689043541976,0
2,2,George Hamilton,22.0,0.09995638699157346,0.10576922873520714,3.1663076600904336e-05,0.009607689043541976,0
2,2,Lisa Rinna,20.0,0.09995638699159072,0.07692307544378701,3.163860315796819e-05,0.0,0
2,2,Stacy Keibler,29.0,0.09995638663687827,0.19230768860946754,3.489844433035475e-05,0.0,0
2,2,Jerry Rice,23.0,0.09995638663688221,0.13461538202662726,3.4898444333283014e-05,0.0,0
2,2,Giselle Fernandez,24.0,0.09995638665479503,0.15384615088757403,2.7296473561260932e-05,0.0,0
2,2,Master P,16.0,0.14083375054761704,0.03846153772189351,0.016242188034203,0.0,0
2,2,Drew Lachey,27.0,0.09995639590700992,0.17307691974852077,3.971059976149742e-05,0.0,0
2,2,Kenny Mayne,0.0,0.12220089849203188,0.019230768860946754,0.008034882719173724,0.0,0
2,3,Tatum O'Neal,0.0,0.14142251916340212,0.022222221728395074,0.0032129300516794525,0.00937068887354454,0
2,3,Tia Carrere,26.0,0.0999980483461892,0.16666666296296306,0.001308091567133078,0.002714078816904744,0
2,3,George Hamilton,22.0,0.09998546470034567,0.11111110864197538,0.0013151715714878175,0.009053578923843411,0
2,3,Lisa Rinna,25.0,0.10000054098321431,0.14444444123456798,0.001308113546791049,0.0019610224683196406,0
2,3,Stacy Keibler,27.0,0.09999824434890249,0.19999999555555567,0.001307774735032779,0.011233579098836011,0
2,3,Jerry Rice,19.0,0.09712431292133802,0.07777777604938275,0.0057844920466352525,0.0014053934381396504,0
2,3,Giselle Fernandez,22.0,0.020577154671023598,2.2222221728395074e-08,0.0028921411780079586,8.510466939824424e-10,1
2,3,Master P,14.0,0.09947743424043777,0.05555555432098769,0.007396963487478332,0.0020612520019534122,0
2,3,Drew Lachey,27.0,0.09999860487164794,0.19999999555555567,0.0013086855335394337,0.010535746212393582,0
2,3,Kenny Mayne,0.0,0.14141667575449898,0.022222221728395074,0.0031657428918721135,0.0097080799581368,0
2,4,Tatum O'Neal,0.0,0.11278136102605654,0.0238095232426304,0.0027795507112048285,0.014425460407707978,0
2,4,Tia Carrere,25.0,0.09992091637131913,0.1428571394557824,0.0015961355407906805,0.002201788015858968,0
2,4,George Hamilton,21.0,0.09992090703767528,0.0952380929705216,0.0015961728726241872,0.0011008942831530046,0
2,4,Lisa Rinna,26.0,0.09992090703766283,0.178571424319728,0.0015961784095630904,0.01225844642178933,0
2,4,Stacy Keibler,26.0,0.09992090339787418,0.178571424319728,0.0015963219793261537,0.010994330598383985,0
2,4,Jerry Rice,24.0,0.09992090339787757,0.119047616213152,0.0015963230854795648,0.0005504468663529817,0
2,4,Giselle Fernandez,0.0,0.11279276634995167,0.0238095232426304,0.0024677599138396857,0.014526492003862402,0
2,4,Master P,8.0,0.06214140341589765,2.38095232426304e-08,0.0025089988501814414,1.6513411495059872e-09,1
2,4,Drew Lachey,28.0,0.09992037736033571,0.2142857091836736,0.0015962018451882013,0.0071558114643769325,0
2,4,Kenny Mayne,0.0,0.11275855460634951,0.0238095232426304,0.002896871154912415,0.015730644011777407,0
2,5,Tatum O'Neal,0.0,0.14556507889239614,0.027397259523362756,0.0018408926794904641,0.022850561522387857,0
2,5,Tia Carrere,22.0,9.999990001544945e-09,2.7397259523362752e-08,5.266619169066049e-17,1.997202735188898e-09,1
2,5,George Hamilton,24.0,0.08354128041957742,0.15068492737849515,0.0011206578314799558,0.0028848481733614387,0
2,5,Lisa Rinna,25.0,0.08354128041962684,0.1780821869018579,0.001121917084957084,0.0048820509085503346,0
2,5,Stacy Keibler,30.0,0.08354109702808604,0.23287670594858342,0.0011191286196869795,0.008876456378928126,0
2,5,Jerry Rice,23.0,0.08354109702811985,0.1232876678551324,0.001119267306589448,0.000887645438172538,0
2,5,Giselle Fernandez,0.0,0.14553261751089758,0.027397259523362756,0.0016741081982512473,0.02170083437515154,0
2,5,Master P,0.0,0.14553261054184358,0.027397259523362756,0.0016324176559462146,0.022834860050335175,0
2,5,Drew Lachey,27.0,0.08354126383650307,0.20547944642522065,0.0011210129394906769,0.0068792536437392296,0
2,5,Kenny Mayne,0.0,0.14566266432395955,0.027397259523362756,0.0016177046324519087,0.02350183381902668,0
2,6,Tatum O'Neal,0.0,0.17278978679695778,0.03278688417092183,0.004053766231893136,0.032713849534872455,0
2,6,Tia Carrere,0.0,0.17277837192325113,0.03278688417092183,0.0022198953441696207,0.02910151677330756,0
2,6,George Hamilton,23.0,9.999990000010001e-09,3.278688417092183e-08,1.500392991768715e-16,2.9597924528860196e-09,1
2,6,Lisa Rinna,27.0,0.033978879955002574,0.19672130502553098,0.0029868531484647286,0.007976766628638844,0
2,6,Stacy Keibler,30.0,0.03397891102970406,0.24590163128191372,0.0029836618522798048,0.01650157658990415,0
2,6,Jerry Rice,23.0,0.034147154206773334,0.14754097876914823,0.004809981651272486,0.011069040089978836,0
2,6,Giselle Fernandez,0.0,0.17278421376426137,0.03278688417092183,0.0026470720625029706,0.03174965821785161,0
2,6,Master P,0.0,0.1727841240286368,0.03278688417092183,0.002148549710197909,0.02917341433754893,0
2,6,Drew Lachey,30.0,0.033978898915035104,0.24590163128191372,0.0029811393460361913,0.01756342135088511,0
2,6,Kenny Mayne,0.0,0.172778649381388,0.03278688417092183,0.0027825908406790244,0.031158175254835326,0
2,7,Tatum O'Neal,0.0,0.16666192255809226,0.0408163248646398,0.0013615700200889887,0.04100378571428591,0
2,7,Tia Carrere,0.0,0.16666192255836015,0.0408163248646398,0.001174752549542898,0.042879143376561346,0
2,7,George Hamilton,0.0,0.16666192255847379,0.0408163248646398,0.0010438620857491777,0.03917987954390398,0
2,7,Lisa Rinna,26.5,2.040056448324564e-07,4.0816324864639795e-08,3.361160330987126e-08,4.307639195521712e-09,1
2,7,Stacy Keibler,27.5,1.0027992293845965e-08,0.2857142740524786,1.2884846012039925e-08,0.02535453389703289,0
2,7,Jerry Rice,20.5,1.0006141033864717e-08,0.1836734618908791,2.299340731467077e-08,0.007658024757856461,0
2,7,Giselle Fernandez,0.0,0.1666755378505061,0.0408163248646398,0.00104499968686794,0.040931017784321795,0
2,7,Master P,0.0,0.16667553785045,0.0408163248646398,0.0010384051533340103,0.04011347345132921,0
2,7,Drew Lachey,27.5,1.002675894417332e-08,0.2857142740524786,1.2884887843057163e-08,0.019910511673461525,0
2,7,Kenny Mayne,0.0,0.16666192255858764,0.0408163248646398,0.0012977589598267521,0.03922709190151388,0
2,8,Tatum O'Neal,0.0,0.09999553108254328,4.166666493055563e-08,0.0035675493246137054,4.957062960154751e-09,1
2,8,Tia Carrere,0.0,0.10000062491721588,0.041666664930555625,0.0011385017701902274,0.04771043132265509,0
2,8,George Hamilton,0.0,0.10000062491721588,0.041666664930555625,0.0013789009591467132,0.044453461350964396,0
2,8,Lisa Rinna,0.0,0.10000062491721588,0.041666664930555625,0.0011591277576467407,0.047510229691956715,0
2,8,Stacy Keibler,28.6665,0.09999990647172052,0.24999998958333375,1.1519245181839081e-05,0.025237526076018583,0
2,8,Jerry Rice,26.666600000000003,0.09999990647172052,0.20833332465277812,1.1519245181815083e-05,0.014208442973965611,0
2,8,Giselle Fernandez,0.0,0.10000062491721588,0.041666664930555625,0.0014314798164746687,0.040672584006853155,0
2,8,Master P,0.0,0.10000062491721588,0.041666664930555625,0.0012386848861087405,0.046564574705321965,0
2,8,Drew Lachey,28.9998,0.09999990647172052,0.2916666545138894,1.1519317644957588e-05,0.023311579963240757,0
2,8,Kenny Mayne,0.0,0.10000062491721588,0.041666664930555625,0.001078978863389128,0.04255022588627456,0
3,1,Harry Hamlin,17.0,0.09090900000009092,0.06153846059171599,1.3877787807814457e-17,0.0,0
3,1,Vivica A. Fox,22.0,0.09090900000009092,0.1307692287573965,1.3877787807814457e-17,0.007467483638661238,0
3,1,Monique Coleman,19.0,0.09090900000009092,0.09230769088757398,1.3877787807814457e-17,1.3877787807814457e-17,0
3,1,Joey Lawrence,21.0,0.09090900000009092,0.10769230603550299,1.3877787807814457e-17,1.3877787807814457e-17,0
3,1,Mario Lopez,26.0,0.09090900000009092,0.16923076662721898,1.3877787807814457e-17,2.7755575615628914e-17,0
3,1,Emmitt Smith,24.0,0.09090900000009092,0.15384615147928998,1.3877787807814457e-17,0.0,0
3,1,Shanna Moakler,18.0,0.09090900000009092,0.07692307573964499,1.3877787807814457e-17,0.0,0
3,1,Willa Ford,22.0,0.09090900000009092,0.1307692287573965,1.3877787807814457e-17,0.007467483638661239,0
3,1,Sara Evans,15.0,0.09090900000009092,0.030769230295857996,1.3877787807814457e-17,0.0,0
3,1,Jerry Springer,16.0,0.09090900000009092,0.04615384544378699,1.3877787807814457e-17,6.938893903907228e-18,0
3,1,Tucker Carlson,12.0,0.09090900000009092,1.5384615147929e-08,1.3877787807814457e-17,3.308722450212111e-24,1
3,2,Harry Hamlin,21.0,0.0925722133554926,0.06666666555555557,0.002978884919187113,0.01433333309444445,0
3,2,Vivica A. Fox,24.0,0.09092454042374483,0.1416666643055556,8.856896153898409e-05,0.008273115626108642,0
3,2,Monique Coleman,26.0,0.09092454042374659,0.16666666388888896,4.432324354072116e-05,2.7755575615628914e-17,0
3,2,Joey Lawrence,29.0,0.09092454042374451,0.18333333027777785,4.444190736039198e-05,0.0,0
3,2,Mario Lopez,21.0,0.09257181306544572,0.06666666555555557,0.002990639035757095,0.013119112217451084,0
3,2,Emmitt Smith,24.0,0.0909245420919772,0.1416666643055556,6.741763698818588e-05,0.008273115626108642,0
3,2,Shanna Moakler,22.0,0.04290055263776728,1.6666666388888892e-08,0.0013227817516909873,3.308722450212111e-24,1
3,2,Willa Ford,23.0,0.09092454173379767,0.11666666472222226,9.612779450071145e-05,2.7755575615628914e-17,0
3,2,Sara Evans,21.0,0.09257139843698024,0.06666666555555557,0.002945948843904472,0.01331665601501452,0
3,2,Jerry Springer,19.0,0.08625534065023938,0.03333333277777779,0.005863101941525769,0.0,0
3,2,Tucker Carlson,0.0,0.13850497675806403,0.016666666388888893,0.0014114502292392611,0.0,0
3,3,Harry Hamlin,22.0,0.02181760559752124,1.8348623516539018e-08,0.0014655101700480945,6.992011785509297e-10,1
3,3,Vivica A. Fox,27.0,0.09077964711036192,0.1834862351653902,0.0002673870677290609,0.009601395516459124,0
3,3,Monique Coleman,27.0,0.09077965638098882,0.1834862351653902,0.00016021352277453504,0.009644589474011563,0
3,3,Joey Lawrence,22.0,0.0910020604740512,0.11009174109923411,0.0006718709098198927,0.018492276351205296,0
3,3,Mario Lopez,22.0,0.09100203825008524,0.11009174109923411,0.0010183013966195492,0.01694226283914909,0
3,3,Emmitt Smith,19.0,0.08602645803127212,0.04587155879134755,0.002843862061784623,0.0023073045694040383,0
3,3,Shanna Moakler,0.0,0.12806816817413935,0.018348623516539018,0.0016787768764152488,0.007194925605823413,0
3,3,Willa Ford,22.0,0.09100204166855412,0.11009174109923411,0.0012416298930093461,0.018885264340676236,0
3,3,Sara Evans,25.0,0.09077966077646023,0.15596329989058166,0.00017050100502278792,0.0034503824067467544,0
3,3,Jerry Springer,21.0,0.09067418555777053,0.06422018230788656,0.0035969283718692117,0.0019940303403802166,0
3,3,Tucker Carlson,0.0,0.12806747797979565,0.018348623516539018,0.0017776203324081277,0.008142301115252347,0
3,4,Harry Hamlin,0.0,0.15135291547819715,0.020408162848813003,0.0018060966674543647,0.014044570321682184,0
3,4,Vivica A. Fox,24.0,0.030208985941087497,2.0408162848813002e-08,0.001675612782042316,1.168902348184239e-09,1
3,4,Monique Coleman,24.0,0.030408934206961623,0.12244897709287803,0.0006415626594031059,0.013473695405913757,0
3,4,Joey Lawrence,27.0,0.09199109385463256,0.16326530279050402,0.000500472604663145,0.003656844592704592,0
3,4,Mario Lopez,29.0,0.09199108253524672,0.20408162848813005,0.0004876402318723319,0.005857174759321706,0
3,4,Emmitt Smith,24.0,0.030683653374152426,0.12244897709287803,0.0008073417170628424,0.013180055117123255,0
