season,week,celebrity_name,ballroom_partner,pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,pca_7,pca_8,pca_9,pca_10,pca_11,pca_12,pca_13,pca_14,pca_15,pca_16,pca_17,pca_18,pca_19,pca_20,pca_21,pca_22,pca_23,pca_24,pca_25,pca_26,pca_27,pca_28,pca_29,pca_30
1,1,Evander Holyfield,Edyta Sliwinska,1.1731046946258572,-0.2835779994966004,-0.9684422798624687,-4.512254153683327,1.2331301287812264,0.4478503086773623,0.16957206589129825,-0.2387325291912454,-0.7224539544255463,0.5647877964491099,-0.9829486304583394,0.4862692753627433,-0.08287806101160552,-0.12257544696821031,0.10880890824341008,-0.007453190218176586,-0.13028683207287473,0.06866231246061769,-0.3495075575841818,-0.6115472941311184,0.36321984511964656,0.14538529514997614,-0.23289879064086197,-0.2435386018998772,0.03435713136780923,-0.1925549711551223,-0.059880888348526166,-0.2598400273293932,-0.1761668887513172,0.0215177190489345
1,2,Evander Holyfield,Edyta Sliwinska,3.153005037810836,0.9453112567808484,-0.25875560308979567,-4.833934113163364,1.0462028597002089,0.21694612836299848,-0.9970252306833822,0.4478702900083299,-0.19363681446583322,-0.9263091277976907,-0.4597911566786229,-0.582640959656129,-0.33927426093573154,0.08808919131876344,-0.05808125941245065,0.26834139135360635,-0.18656144140377606,0.013404783262331188,-0.4115898437159155,-0.3221029546211036,0.3735643323919656,0.03883444084607245,-0.17541414649862172,-0.08271948571929394,0.025371661133797865,-0.06099933303175584,0.03256588830726346,-0.19088962461506975,0.14561410038281278,0.1456662019242897
1,3,Evander Holyfield,Edyta Sliwinska,2.794149076447003,1.3850548288197377,-0.45954192071025657,-4.849946108005819,1.1175035428299256,0.3167144685565705,-1.4424131114644767,0.9486300221963978,-0.13363718960518592,-1.1689761348502734,-0.4008141470863722,-0.7078311796605652,-0.3675156872492976,0.09661343524401642,-0.0836054530620409,0.26211899919796233,-0.17788058312166877,-0.014433632264730323,-0.39667908913267397,-0.22534769742062102,0.35835699814461436,0.038902859043587264,-0.13274652705042192,-0.03499529439203646,0.03591560985765651,-0.01987067175435428,0.0560492838695413,-0.17019659710410442,0.24104876492571647,0.19237194547687914
1,1,Joey McIntyre,Ashly DelGrosso,-1.6798769847357022,-2.019550570759488,-1.8097751390006755,-4.652950262458016,0.02580452302289295,0.879436021358485,-0.2765527481684766,0.3269129267445306,0.32815198313587146,0.7741517726336784,0.23641797839219097,0.8170738439045988,0.6896423692120316,-0.025290137674077964,-0.37868819281645083,0.5355202790297273,-0.25023272803916236,-0.37436960654099904,-0.5771016786772227,-0.49702198699173694,-0.05177775362213101,0.04832867096365859,-0.05361389812830612,0.008667738269371082,0.2522512757157454,-0.11707087550383147,-0.12036672695189155,-0.06666383590220973,-0.2784988148200638,-0.07979141520650081
1,2,Joey McIntyre,Ashly DelGrosso,-0.17961064029813334,-0.46371564995432796,-1.2470215865915846,-4.755271919128444,-0.18184998005713704,0.6210822761385418,-0.3340708638983867,0.2972247250200951,0.6144689955371238,0.05127068470381166,0.4912387735865005,0.22642448659412479,0.5632539292796956,0.10827429300206745,-0.4747587357993913,0.7201942467439151,-0.30336284569880595,-0.38635153941587774,-0.5947916836578709,-0.3338491306244623,-0.0673995446325638,-0.022207816298069484,-0.02659341359463663,0.0908339564463693,0.22857321816892562,-0.02832696191087126,-0.05769664263922648,-0.022920379072116602,-0.054988909054106555,0.018667404388700834
1,3,Joey McIntyre,Ashly DelGrosso,-0.2634713156174527,0.5163475574516261,-1.3021461600555722,-4.713934029660707,-0.19294288106683952,0.5910053468573931,-0.13781554749405042,0.2455427955127599,0.5060106247487631,0.30892829724426585,0.39532368694925113,0.3990462905773782,0.6205812489914073,0.07431121949595046,-0.4510573511003889,0.6677367087251322,-0.29468212836313457,-0.3842770670149479,-0.5301583673689029,-0.3010487658747538,-0.11495420503073944,-0.007663192929179892,-0.005233327124990881,0.09497986774507211,0.21376527978921234,-0.011589104371180724,-0.053162245716881794,-0.022243269900755085,-0.02499033314540114,0.048514575749982095
1,4,Joey McIntyre,Ashly DelGrosso,1.1240344592438534,2.3930743484272994,-0.7626706602666363,-4.927674298826862,-0.3588086749975273,0.2885041401045816,-0.24978078815481253,0.02930522362449508,0.40310951506780734,0.47853005779786834,0.38144986422769644,0.46570111247552387,0.6553515076895139,0.0519588385252647,-0.43271295147191113,0.7145495313746211,-0.32502068539798445,-0.3745986782474492,-0.5787436029526278,-0.29555718997214725,-0.02673386418299073,-0.006962499626588438,-0.07776222015963007,0.10463470863518859,0.19606743083851663,0.06504990084064324,0.021087819031320326,0.014684425143091949,0.22224047512829867,0.20877755854588292
1,5,Joey McIntyre,Ashly DelGrosso,0.3264403805960737,2.9122674043788344,-1.117834562907667,-4.786964542161077,-0.2802463890311565,0.4097509173358742,-0.034173278384735425,0.17019820888748968,0.3619559795891847,0.5994801488760717,0.30654403431235866,0.5639671126462338,0.6896719121691857,0.030558152389936893,-0.42553974678447715,0.6604875493004796,-0.31231704345101713,-0.3778466780465014,-0.5288896169726071,-0.2706424404864487,-0.07536436024128113,0.0068469763823595445,-0.0431595355703773,0.10613718757728346,0.19521589368585743,0.06535190688393228,0.012660708873043177,0.01576383326788381,0.21932994557849705,0.21244555600844173
1,6,Joey McIntyre,Ashly DelGrosso,2.4005951408618196,1.8211201539487982,-0.540078168724765,-5.725335531754029,-0.18783291809130445,0.5907358996121979,-5.308556081840155,3.801460486478382,1.6185320371439682,-3.336458727304745,1.6354258372194612,-1.8994108751004104,0.04005608951982778,0.4402779626139247,-0.8087150593417004,1.0825764799255444,-0.3180912197517362,-0.6193653894445195,-0.6203070347290339,0.5463251525170751,-0.10283177759710452,-0.1796783589305474,0.23593061573843804,0.561867692811899,0.2533914090986976,0.3263532460633762,0.16430958747925004,0.14812500032524492,0.7567044308832351,0.3589988684056955
1,1,John O'Hurley,Charlotte Jorgensen,-2.7450456940699772,-1.8525861358812274,2.1828072466262842,-4.766726318728699,-0.08497823300843689,4.370999744371983,0.002953074656485203,0.5560184782609501,-0.5008499546699235,0.8097501728141427,0.4194452792229937,0.24259748511723062,0.858384078365433,0.17318113991404518,0.02620213507758909,-0.3562359956419637,-0.14611935426360453,0.5597395556042087,-0.32248782352698185,0.06290244815621948,0.7454240316188566,0.01782052946999569,-0.274905122673063,-0.2968634906790597,-0.19112846299848807,-0.23248928604979668,0.04402808815656204,-0.07157352481281776,-0.2668976146680058,-0.09532190849898782
