season,week,celebrity_name,ballroom_partner,categorical__celebrity_industry_Comedian,categorical__celebrity_industry_Con artist,categorical__celebrity_industry_Journalist,categorical__celebrity_industry_Producer,categorical__celebrity_homestate_Alabama,categorical__celebrity_homestate_Arkansas,categorical__celebrity_homestate_California,categorical__celebrity_homestate_Colorado,categorical__celebrity_homestate_Delaware,categorical__celebrity_homestate_Kentucky,categorical__celebrity_homestate_Louisiana,categorical__celebrity_homestate_Maine,categorical__celebrity_homestate_Massachusetts,categorical__celebrity_homestate_Missouri,categorical__celebrity_homestate_Nebraska,categorical__celebrity_homestate_Oregon,categorical__celebrity_homestate_Tennessee,categorical__celebrity_homestate_Virginia,categorical__celebrity_homestate_Washington,categorical__celebrity_homestate_West Virginia,categorical__celebrity_homestate_Wisconsin,categorical__celebrity_homecountry/region_Chile,categorical__celebrity_homecountry/region_Czechoslovakia,categorical__celebrity_homecountry/region_South Africa,categorical__celebrity_homecountry/region_Taiwan China,categorical__celebrity_homecountry/region_United States,categorical__age_group_55-64,numeric__partner_total_seasons,numeric__partner_final_rate,numeric__weekly_contestant_count,numeric__weekly_mean_judge,numeric__judge_pct,numeric__judge_share,numeric__judge_zscore,numeric__rank_pct,numeric__popularity_deviation,numeric__judge_rank_interaction,numeric__judge_popularity_interaction,numeric__rank_popularity_interaction,numeric__cumulative_weeks,numeric__relative_cumulative_weeks,numeric__week_total_judge_change,numeric__week_total_judge_trend,numeric__weekly_judge_rank,numeric__weekly_judge_rank_pct,numeric__weekly_judge_share_rank_pct
1,1,Evander Holyfield,Edyta Sliwinska,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.41576143524773146,-0.4786311094018037,-1.1712692126577566,-1.412406609740167,0.3407727417805042,0.7820039318971146,-0.06550654343104778,-0.33674242145810707,-0.6797262333672345,-0.30065583396371265,-0.9100224998701314,-1.503473564436101,-1.2898449568344237,-1.0581823824717074,-0.19226113831692276,-1.2593981751941539,-0.2779864203760762,0.494472305109834,0.494472305109834
1,2,Evander Holyfield,Edyta Sliwinska,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.41576143524773146,-0.4786311094018037,-1.1712692126577566,-1.0501504069626124,-2.6085480936313807,-0.08495955886454024,-1.4796370515834463,-1.4813898882575691,-0.5426245255852497,-1.477620202867157,0.056587625494848325,0.5624297471590334,-0.9257536277290034,-0.4343813417012288,-1.1374751063004138,-1.5926741531028963,0.3490624937676864,1.6376343066881012,1.6376343066881012
1,3,Evander Holyfield,Edyta Sliwinska,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.41576143524773146,-0.4786311094018037,-1.5049398576578494,-0.8629847021942094,-2.922305629313496,0.03673295218822646,-1.760097877974348,-1.3669251415776231,-0.19363836032201556,-1.4441123204784472,0.3602191694412655,0.5918512803891798,-0.5616622986235831,0.18941969906924971,-0.42856463031279546,-2.009269125488824,0.03553803669580512,1.6376343066881012,1.6376343066881012
1,1,Joey McIntyre,Ashly DelGrosso,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.5342522663740104,-0.11330792337673828,-1.1712692126577566,-1.412406609740167,1.156542334554004,1.103790994419078,0.7205719777415213,1.3802287787410858,1.2646252588136406,1.4962043591308694,1.2675346475208347,1.4898476424571572,-1.2898449568344237,-1.0581823824717074,-0.19226113831692276,-0.9261221972854116,-1.2185597915917201,-1.2202706972575668,-1.2202706972575668
1,2,Joey McIntyre,Ashly DelGrosso,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.5342522663740104,-0.11330792337673828,-1.1712692126577566,-1.0501504069626124,-0.4122453438565728,0.9296004771034686,0.1999509529166816,0.23558131194162413,0.5791167199037174,-0.011650348361087323,0.5785475487819118,0.08273083579793494,-0.9257536277290034,-0.4343813417012288,0.04404235367894996,-0.8428032028082261,-0.5915108774479575,-0.07710869567929947,-0.07710869567929947
1,3,Joey McIntyre,Ashly DelGrosso,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.5342522663740104,-0.11330792337673828,-1.5049398576578494,-0.8629847021942094,-0.09848780817445761,1.5257570481035383,0.17171686614383902,0.006651818581731408,0.06810126362541008,-0.11217399552721816,0.007672524112518018,-0.7206049410947875,-0.5616622986235831,0.18941969906924971,0.04404235367894996,-0.6761652138538549,-0.5915108774479575,0.26583990479418057,0.26583990479418057
1,4,Joey McIntyre,Ashly DelGrosso,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.5342522663740104,-0.11330792337673828,-1.8386105026579422,-0.5369541196944099,-0.7260028795386879,1.6983975229922694,-1.0870928809310327,-1.1952280215577036,-1.2592925435365339,-1.1425413789800554,-1.1483941402650009,-0.45293294855529376,-0.19757096951816272,0.813220739839728,-0.6648681223086682,-0.7594842083310405,-0.2779864203760762,1.6376343066881012,1.6376343066881012
1,5,Joey McIntyre,Ashly DelGrosso,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.5342522663740104,-0.11330792337673828,-2.172281147658035,-0.29544998450937426,-0.20307365340182904,3.2912818132755755,-0.8276869351860051,-0.909066154857838,-1.1658141064124532,-0.863309025740804,-1.2527861249224133,-1.004586696620557,0.1665203595872576,1.4370217806102066,0.39849759167275906,-0.7178247110924477,-0.5915108774479575,1.6376343066881012,1.6376343066881012
1,6,Joey McIntyre,Ashly DelGrosso,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.5342522663740104,-0.11330792337673828,-2.172281147658035,-1.412406609740167,-7.001153593180996,-2.1140796308005556,-1.2316462482260795,-0.909066154857838,2.88491816896437,-1.7708141737683707,1.2675346475208347,3.152803868508967,0.5306116886926779,2.060822821380685,-5.509089708224058,-2.384204600636159,-0.5915108774479575,1.6376343066881012,1.6376343066881012
1,1,John O'Hurley,Charlotte Jorgensen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-2.013605479713844,3.9052471228989805,-1.1712692126577566,-1.412406609740167,1.156542334554004,1.103790994419078,0.7205719777415213,1.3802287787410858,1.2646252588136406,1.4962043591308694,1.2675346475208347,1.4898476424571572,-1.2898449568344237,-1.0581823824717074,-0.19226113831692276,-0.9261221972854116,-1.2185597915917201,-1.2202706972575668,-1.2202706972575668
