season,week,celebrity_name,ballroom_partner,partner_total_seasons,partner_avg_placement,partner_final_rate,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,age_group,results,placement,week_total_judge,season_total_weeks,weekly_contestant_count,weekly_sum_judge,judge_pct,judge_share,rank_pct,popularity_deviation,judge_rank_interaction,judge_popularity_interaction,rank_popularity_interaction,cumulative_weeks,relative_cumulative_weeks,survival_advantage,weekly_judge_rank,weekly_judge_rank_pct,composite_attractiveness,elimination_week,is_eliminated_this_week,fan_rank
1,1,Evander Holyfield,Edyta Sliwinska,11,7.545454545454546,0.1818181818181818,Athlete,Alabama,United States,42,35-44,Eliminated Week 3,5,18.0,6,6,109.0,0.9,0.1651376146788991,0.5,-0.4,0.45,-0.36,-0.2,1,0.1666666666666666,0.0,4,0.6666666666666666,0.6132295831572698,3.0,False,2
1,2,Evander Holyfield,Edyta Sliwinska,11,7.545454545454546,0.1818181818181818,Athlete,Alabama,United States,42,35-44,Eliminated Week 3,5,14.0,6,6,121.0,0.5384615384615384,0.1157024793388429,0.1666666666666666,-0.3717948717948718,0.0897435897435897,-0.2001972386587771,-0.0619658119658119,2,0.3333333333333333,0.0,6,1.0,0.3390526996114021,3.0,False,5
1,3,Evander Holyfield,Edyta Sliwinska,11,7.545454545454546,0.1818181818181818,Athlete,Alabama,United States,42,35-44,Eliminated Week 3,5,13.0,6,5,106.0,0.5,0.1226415094339622,0.1999999999999999,-0.3,0.0999999999999999,-0.15,-0.06,3,0.5,0.0,5,1.0,0.3180865686873341,3.0,True,5
1,1,Joey McIntyre,Ashly DelGrosso,4,7.25,0.25,Singer/Rapper,Massachusetts,United States,32,25-34,3rd Place,3,20.0,6,6,109.0,1.0,0.1834862385321101,1.0,0.0,1.0,0.0,0.0,1,0.1666666666666666,0.0,1,0.1666666666666666,0.618678456428665,,False,1
1,2,Joey McIntyre,Ashly DelGrosso,4,7.25,0.25,Singer/Rapper,Massachusetts,United States,32,25-34,3rd Place,3,21.0,6,6,121.0,0.8076923076923077,0.1735537190082644,0.6666666666666667,-0.1410256410256409,0.5384615384615385,-0.1139053254437869,-0.0940170940170939,2,0.3333333333333333,0.0,3,0.5,0.5566718657045889,,False,3
1,3,Joey McIntyre,Ashly DelGrosso,4,7.25,0.25,Singer/Rapper,Massachusetts,United States,32,25-34,3rd Place,3,22.0,6,5,106.0,0.8461538461538461,0.2075471698113207,0.6,-0.2461538461538461,0.5076923076923077,-0.208284023668639,-0.1476923076923077,3,0.5,0.0,3,0.6,0.6100833360928529,,False,3
1,4,Joey McIntyre,Ashly DelGrosso,4,7.25,0.25,Singer/Rapper,Massachusetts,United States,32,25-34,3rd Place,3,20.0,6,4,92.0,0.7692307692307693,0.217391304347826,0.25,-0.5192307692307693,0.1923076923076923,-0.3994082840236687,-0.1298076923076923,4,0.6666666666666666,0.0,4,1.0,0.5718566239495523,,False,2
1,5,Joey McIntyre,Ashly DelGrosso,4,7.25,0.25,Singer/Rapper,Massachusetts,United States,32,25-34,3rd Place,3,22.5,6,3,73.0,0.8333333333333334,0.3082191780821918,0.3333333333333333,-0.5,0.2777777777777778,-0.4166666666666667,-0.1666666666666666,5,0.8333333333333334,0.0,3,1.0,0.6377674997329171,,False,2
1,6,Joey McIntyre,Ashly DelGrosso,4,7.25,0.25,Singer/Rapper,Massachusetts,United States,32,25-34,3rd Place,3,0.0,6,3,54.5,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.1111111111111111,6,1.0,0.0,3,1.0,0.0116157491794435,,False,3
1,1,John O'Hurley,Charlotte Jorgensen,1,2.0,1.0,Actor/Actress,Maine,United States,50,45-54,2nd Place,2,20.0,6,6,109.0,1.0,0.1834862385321101,1.0,0.0,1.0,0.0,0.0,1,0.1666666666666666,0.0,1,0.1666666666666666,0.5885287571797448,,False,4
1,2,John O'Hurley,Charlotte Jorgensen,1,2.0,1.0,Actor/Actress,Maine,United States,50,45-54,2nd Place,2,26.0,6,6,121.0,1.0,0.2148760330578512,1.0,0.0,1.0,0.0,0.0,2,0.3333333333333333,0.0,1,0.1666666666666666,0.6098209378620738,,False,1
1,3,John O'Hurley,Charlotte Jorgensen,1,2.0,1.0,Actor/Actress,Maine,United States,50,45-54,2nd Place,2,24.0,6,5,106.0,0.9230769230769232,0.2264150943396226,0.8,-0.123076923076923,0.7384615384615385,-0.1136094674556213,-0.0984615384615384,3,0.5,0.0,2,0.4,0.6051944978493548,,False,4
1,4,John O'Hurley,Charlotte Jorgensen,1,2.0,1.0,Actor/Actress,Maine,United States,50,45-54,2nd Place,2,21.0,6,4,92.0,0.8076923076923077,0.2282608695652173,0.5,-0.3076923076923077,0.4038461538461538,-0.2485207100591716,-0.1538461538461538,4,0.6666666666666666,0.0,3,0.75,0.5641635405551805,,False,3
1,5,John O'Hurley,Charlotte Jorgensen,1,2.0,1.0,Actor/Actress,Maine,United States,50,45-54,2nd Place,2,27.0,6,3,73.0,1.0,0.3698630136986301,1.0,0.0,1.0,0.0,0.0,5,0.8333333333333334,0.0,1,0.3333333333333333,0.6191213135376807,,False,3
1,6,John O'Hurley,Charlotte Jorgensen,1,2.0,1.0,Actor/Actress,Maine,United States,50,45-54,2nd Place,2,27.0,6,3,54.5,0.9818181818181818,0.4954128440366973,0.6666666666666667,-0.315151515151515,0.6545454545454547,-0.3094214876033057,-0.21010101010101,6,1.0,0.0,2,0.6666666666666666,0.7217663658535922,,False,2
1,1,Kelly Monaco,Alec Mazo,5,8.4,0.2,Actor/Actress,Pennsylvania,United States,29,25-34,1st Place,1,13.0,6,6,109.0,0.65,0.1192660550458715,0.1666666666666666,-0.4833333333333334,0.1083333333333333,-0.3141666666666667,-0.0805555555555555,1,0.1666666666666666,0.0,6,1.0,0.5136894886174082,,False,6
1,2,Kelly Monaco,Alec Mazo,5,8.4,0.2,Actor/Actress,Pennsylvania,United States,29,25-34,1st Place,1,17.0,6,6,121.0,0.6538461538461539,0.140495867768595,0.3333333333333333,-0.3205128205128205,0.2179487179487179,-0.2095660749506903,-0.1068376068376068,2,0.3333333333333333,0.0,5,0.8333333333333334,0.5351199553659399,,False,4
